49,1050,Grace,Shoes,Fashion,2500,Hyderabad
50,1051,Henry,Coffee Mug,Home,350,Delhi
51,1052,Bob,Shoes,Fashion,2500,Hyderabad
52,1053,Ivy,Laptop,Electronics,55000,Pune
53,1054,Alice,Water Bottle,Home,300,Delhi
54,1055,Bob,Laptop,Electronics,55000,Kolkata
55,1056,Ivy,Book,Books,450,Pune
56,1057,David,T-Shirt,Fashion,800,Bengaluru
57,1058,Jack,Keyboard,Electronics,1500,Lucknow
58,1059,Mia,Shoes,Fashion,2500,Jaipur
59,1060,Bob,Shoes,Fashion,2500,Jaipur
60,1061,Grace,Book,Books,450,Lucknow
61,1062,Alice,Laptop,Electronics,55000,Jaipur
62,1063,David,Book,Books,450,Pune
63,1064,Henry,Shoes,Fashion,2500,Mumbai
64,1065,Eva,Headphones,Electronics,1800,Lucknow
65,1066,Henry,Shoes,Fashion,2500,Bengaluru
66,1067,Kiran,Mouse,Electronics,700,Bengaluru
67,1068,Olivia,Laptop,Electronics,55000,Pune
68,1069,Henry,Keyboard,Electronics,1500,Lucknow
69,1070,Olivia,Shoes,Fashion,2500,Kolkata
70,1071,Alice,Keyboard,Electronics,1500,Jaipur
71,1072,Eva,T-Shirt,Fashion,800,Jaipur
72,1073,Charlie,Backpack,Fashion,2200,Pune
73,1074,Alice,T-Shirt,Fashion,800,Bengaluru
74,1075,Alice,Laptop,Electronics,55000,Kolkata
75,1076,Ivy,Water Bottle,Home,300,Bengaluru
76,1077,Ivy,Keyboard,Electronics,1500,Delhi
77,1078,Jack,Keyboard,Electronics,1500,Delhi
78,1079,Bob,Shoes,Fashion,2500,Pune
79,1080,Alice,Water Bottle,Home,300,Delhi
80,1081,Jack,Headphones,Electronics,1800,Bengaluru
81,1082,David,Book,Books,450,Hyderabad
82,1083,Grace,Shoes,Fashion,2500,Mumbai
83,1084,Frank,T-Shirt,Fashion,800,Delhi
84,1085,Jack,Laptop,Electronics,55000,Delhi
85,1086,David,Mouse,Electronics,700,Bengaluru
86,1087,Olivia,T-Shirt,Fashion,800,Hyderabad
87,1088,Frank,Mouse,Electronics,700,Chennai
88,1089,Noah,Keyboard,Electronics,1500,Bengaluru
89,1090,Mia,T-Shirt,Fashion,800,Bengaluru
90,1091,Eva,Laptop,Electronics,55000,Delhi
91,1092,Bob,Keyboard,Electronics,1500,Delhi
92,1093,Eva,Backpack,Fashion,2200,Chennai
93,1094,Liam,Water Bottle,Home,300,Hyderabad
94,1095,Ivy,Shoes,Fashion,2500,Lucknow
95,1096,Bob,T-Shirt,Fashion,800,Jaipur
96,1097,Alice,T-Shirt,Fashion,800,Hyderabad
97,1098,Charlie,Keyboard,Electronics,1500,Lucknow
98,1099,Ivy,Backpack,Fashion,2200,Kolkata
99,1100,Olivia,Mouse,Electronics,700,Mumbai
100,1101,Noah,Backpack,Fashion,2200,Hyderabad
101,1102,Charlie,Water Bottle,Home,300,Jaipur
102,1103,Eva,Keyboard,Electronics,1500,Hyderabad
103,1104,David,Laptop,Electronics,55000,Pune
104,1105,Mia,Mouse,Electronics,700,Bengaluru
105,1106,Liam,Headphones,Electronics,1800,Mumbai
106,1107,Mia,Shoes,Fashion,2500,Mumbai
107,1108,Charlie,Headphones,Electronics,1800,Hyderabad
108,1109,Eva,Headphones,Electronics,1800,Mumbai
109,1110,Noah,Mouse,Electronics,700,Kolkata
110,1111,David,Coffee Mug,Home,350,Lucknow
111,1112,Noah,Book,Books,450,Pune
112,1113,Kiran,Shoes,Fashion,2500,Pune
113,1114,Eva,Headphones,Electronics,1800,Delhi
114,1115,Kiran,T-Shirt,Fashion,800,Bengaluru
115,1116,Frank,Headphones,Electronics,1800,Kolkata
116,1117,Charlie,Mouse,Electronics,700,Chennai
117,1118,Jack,Laptop,Electronics,55000,Jaipur
118,1119,Grace,Book,Books,450,Bengaluru
119,1120,Olivia,Mouse,Electronics,700,Pune
120,1121,Liam,T-Shirt,Fashion,800,Jaipur
121,1122,Olivia,Laptop,Electronics,55000,Bengaluru
122,1123,Grace,Shoes,Fashion,2500,Delhi
123,1124,Frank,Book,Books,450,Delhi
124,1125,Eva,T-Shirt,Fashion,800,Jaipur
125,1126,Liam,Book,Books,450,Chennai
126,1127,David,Backpack,Fashion,2200,Jaipur
127,1128,Jack,Headphones,Electronics,1800,Chennai
128,1129,Noah,Headphones,Electronics,1800,Kolkata
129,1130,David,T-Shirt,Fashion,800,Jaipur
130,1131,Kiran,Water Bottle,Home,300,Hyderabad
131,1132,Henry,Coffee Mug,Home,350,Pune
132,1133,Mia,Backpack,Fashion,2200,Mumbai
133,1134,Ivy,Mouse,Electronics,700,Hyderabad
134,1135,Kiran,Mouse,Electronics,700,Chennai
135,1136,Charlie,Shoes,Fashion,2500,Kolkata
136,1137,Henry,Laptop,Electronics,55000,Delhi
137,1138,Olivia,Coffee Mug,Home,350,Pune
138,1139,Grace,Headphones,Electronics,1800,Pune
139,1140,Olivia,Keyboard,Electronics,1500,Delhi
140,1141,Charlie,Headphones,Electronics,1800,Bengaluru
141,1142,Ivy,Coffee Mug,Home,350,Pune
142,1143,Charlie,Mouse,Electronics,700,Lucknow
143,1144,Jack,Backpack,Fashion,2200,Hyderabad
144,1145,Noah,Coffee Mug,Home,350,Bengaluru
145,1146,Henry,Headphones,Electronics,1800,Mumbai
146,1147,Eva,Coffee Mug,Home,350,Pune
147,1148,Henry,T-Shirt,Fashion,800,Pune
148,1149,Bob,T-Shirt,Fashion,800,Chennai
149,1150,Frank,Shoes,Fashion,2500,Hyderabad
150,1151,Charlie,Backpack,Fashion,2200,Mumbai
151,1152,Liam,Shoes,Fashion,2500,Mumbai
152,1153,Grace,Shoes,Fashion,2500,Jaipur
153,1154,Henry,Book,Books,450,Jaipur
154,1155,Noah,Laptop,Electronics,55000,Jaipur
155,1156,Liam,Headphones,Electronics,1800,Kolkata
156,1157,Henry,Water Bottle,Home,300,Kolkata
157,1158,Mia,Book,Books,450,Jaipur
158,1159,Liam,Headphones,Electronics,1800,Bengaluru
159,1160,Henry,Water Bottle,Home,300,Pune
160,1161,Henry,T-Shirt,Fashion,800,Kolkata
161,1162,Kiran,Headphones,Electronics,1800,Jaipur
162,1163,Olivia,Keyboard,Electronics,1500,Mumbai
163,1164,Alice,Water Bottle,Home,300,Jaipur
164,1165,Kiran,Water Bottle,Home,300,Kolkata
165,1166,Charlie,Mouse,Electronics,700,Lucknow
166,1167,Eva,Keyboard,Electronics,1500,Jaipur
167,1168,Henry,Book,Books,450,Hyderabad
168,1169,Eva,Book,Books,450,Jaipur
169,1170,Henry,T-Shirt,Fashion,800,Kolkata
170,1171,Frank,Backpack,Fashion,2200,Pune
171,1172,Mia,Mouse,Electronics,700,Kolkata
172,1173,Noah,Shoes,Fashion,2500,Kolkata
173,1174,David,Water Bottle,Home,300,Mumbai
174,1175,Jack,Coffee Mug,Home,350,Pune
175,1176,Mia,Coffee Mug,Home,350,Hyderabad
176,1177,Jack,Keyboard,Electronics,1500,Delhi
177,1178,Bob,Keyboard,Electronics,1500,Kolkata
178,1179,Kiran,T-Shirt,Fashion,800,Jaipur
179,1180,Bob,Headphones,Electronics,1800,Pune
180,1181,Noah,Mouse,Electronics,700,Delhi
181,1182,Frank,Water Bottle,Home,300,Bengaluru
182,1183,Bob,Headphones,Electronics,1800,Bengaluru
183,1184,Noah,Book,Books,450,Jaipur
184,1185,Grace,Coffee Mug,Home,350,Hyderabad
185,1186,Grace,Coffee Mug,Home,350,Mumbai
186,1187,Jack,Backpack,Fashion,2200,Bengaluru
187,1188,Grace,Coffee Mug,Home,350,Chennai
188,1189,Noah,Book,Books,450,Delhi
189,1190,David,T-Shirt,Fashion,800,Lucknow
190,1191,Kiran,Water Bottle,Home,300,Jaipur
191,1192,Henry,Book,Books,450,Hyderabad
192,1193,David,Keyboard,Electronics,1500,Hyderabad
193,1194,Eva,T-Shirt,Fashion,800,Chennai
194,1195,Ivy,Backpack,Fashion,2200,Pune
195,1196,Liam,Mouse,Electronics,700,Jaipur
196,1197,Mia,Coffee Mug,Home,350,Pune
197,1198,Henry,Coffee Mug,Home,350,Kolkata
198,1199,David,Mouse,Electronics,700,Jaipur
199,1200,Kiran,Shoes,Fashion,2500,Hyderabad
